respondent_id,respondent_type,business_name,state,occupation_or_business_type,household_size,num_employees,monthly_household_income,monthly_business_revenue,energy_source,grid_hours_per_day,power_outage_hours,fuel_spend,daily_energy_spend,satisfaction,challenge,appliances,peak_energy_requirement_W,shortfall_frequency,willingness_to_pay,max_extra_hourly_fee,payment_method,payment_cycle,insufficient_action,microgrid_appeal,microgrid_factors,rental_concerns,recommend_likelihood,improvements,focus_group_interest,other_comments,photo,gps_latitude,gps_longitude,gps_altitude,gps_accuracy
ID-153,Workshop,Royal Foods,"Abuja FCT, Nigeria",Mobile Trader,,More than 20,,"₦250,000–₦500,000",National Grid,0–4,2–4 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Very satisfied,Noise or pollution (if using generator),"Lights, Mobile phone charger",2000 W,Every day,"₦7,000",₦1000,POS/Mobile App,Monthly,Switch back to current method,Slightly appealing,Reliable service (24/7 availability),Unreliable availability of charged units,Probably would recommend,Lower cost,No,None,photo_153.jpg,9.248276655,7.473660676,532.3750172,12.10973634
ID-154,Household (non-business),,"Abuja FCT, Nigeria",Restaurant/Catering,2,,"₦50,000–₦100,000",,National Grid,5–10,More than 6 hours,"₦1,000–₦3,000","More than ₦5,000",Satisfied,High daily cost compared to current method,"POS terminal, Fridge, TV, Machinery, Lights",2000 W,4–6 times per week,"₦6,000",₦500,Cash,Weekly,Rent an additional battery,Slightly appealing,Ability to charge/discharge flexibly,"Maintenance/damage responsibility, Unreliable availability of charged units, Difficulty/delay in exchanging batteries",Probably would recommend,Lower cost,No,-,photo_154.jpg,9.450999033,7.785839016,538.0209748,13.73219386
ID-155,Shop,Top Mart,"Abuja FCT, Nigeria",Mobile Trader,,More than 20,,"Above ₦1,000,000",None,11–18,Daily outages,"₦3,000–₦5,000","₦3,000–₦5,000",Very satisfied,Noise or pollution (if using generator),"POS terminal, Fridge, Mobile phone charger, Machinery",300 W,Rarely,"₦6,000",₦300,Cash,Pay-as-you-use,Top up with generator/fuel,Appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus, Reliable service (24/7 availability)",Unreliable availability of charged units,Definitely would recommend,More flexibility,No,Beyond,photo_155.jpg,9.274554739,7.523157627,533.9236575,17.68249481
ID-156,Household (non-business),,"Abuja FCT, Nigeria",Retail Shop,8,,"₦100,000–₦200,000",,National Grid,0–4,2–4 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very dissatisfied,Noise or pollution (if using generator),"Lights, Machinery, Fan",300 W,Every day,"₦4,000",₦500,POS/Mobile App,Weekly,Top up with generator/fuel,Not appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly, Reliable service (24/7 availability)","Maintenance/damage responsibility, Difficulty/delay in exchanging batteries, High daily cost compared to current method",Probably would recommend,Better monitoring,No,None,photo_156.jpg,9.281566481,7.298398268,549.8038702,16.51440399
ID-157,Household (non-business),,"Abuja FCT, Nigeria",Mobile Trader,3,,"₦100,000–₦200,000",,Solar,11–18,2–4 hours,"More than ₦5,000","More than ₦5,000",Very dissatisfied,Unreliable availability of charged units,"TV, Machinery",500 W,1–3 times per week,"₦7,000",₦500,Cash,Daily,Switch back to current method,Slightly appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly, Lower rental cost due to shared surplus",Insufficient capacity to power all devices,Would not recommend,None,Yes,Beyond,photo_157.jpg,9.499940623,7.511387752,532.2259844,17.04847815
ID-158,Workshop,Capital Mart,"Abuja FCT, Nigeria",Restaurant/Catering,,Just me (sole proprietor),,"₦250,000–₦500,000",Mixed sources,0–4,2–4 hours,"₦3,000–₦5,000","₦1,000–₦3,000",Very satisfied,Noise or pollution (if using generator),"Fridge, POS terminal, Machinery, Mobile phone charger",200 W,1–3 times per week,"₦7,000",₦300,Bank transfer,Weekly,Rent an additional battery,Not appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability)","Unreliable availability of charged units, Difficulty/delay in exchanging batteries",Definitely would recommend,Faster exchange,No,I don’t know,photo_158.jpg,9.004421929,7.590073128,502.481838,16.87264665
ID-159,Household (non-business),,"Abuja FCT, Nigeria",Restaurant/Catering,5,,"₦50,000–₦100,000",,Solar,5–10,More than 6 hours,"More than ₦5,000","₦1,000–₦3,000",Very dissatisfied,Noise or pollution (if using generator),"Mobile phone charger, Machinery, Fridge, TV",100 W,1–3 times per week,"₦7,000",₦300,POS/Mobile App,Daily,Top up with generator/fuel,Not appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus, Reliable service (24/7 availability)","High daily cost compared to current method, Unreliable availability of charged units, Difficulty/delay in exchanging batteries",Definitely would recommend,More flexibility,Yes,Beyond,photo_159.jpg,9.023476942,7.237473269,512.8272076,16.89461458
ID-160,Household (non-business),,"Abuja FCT, Nigeria",Restaurant/Catering,2,,"₦100,000–₦200,000",,National Grid,11–18,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very satisfied,Noise or pollution (if using generator),"Machinery, Fan, Fridge, Mobile phone charger, Lights",100 W,Every day,"₦6,000",₦300,POS/Mobile App,Pay-as-you-use,Switch back to current method,Appealing,Lower rental cost due to shared surplus,Maintenance/damage responsibility,Would not recommend,Better monitoring,Yes,-,photo_160.jpg,9.281425481,7.401667583,530.7375422,19.20697684
ID-161,MSME,Prime Collections,"Abuja FCT, Nigeria",Office/Consulting,,20-Nov,,"Above ₦1,000,000",Solar,0–4,More than 6 hours,"More than ₦5,000","₦3,000–₦5,000",Very dissatisfied,Noise or pollution (if using generator),"Lights, Fridge, TV",100 W,Every day,"₦5,000",₦1000,Bank transfer,Weekly,Switch back to current method,Moderately appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly","High daily cost compared to current method, Insufficient capacity to power all devices, Unreliable availability of charged units",Would not recommend,Faster exchange,No,None,photo_161.jpg,9.52891093,7.354929711,536.1837477,10.57456655
ID-162,Shop,Golden Stores,"Abuja FCT, Nigeria",Mobile Trader,,20-Nov,,"₦50,000–₦250,000",Solar,5–10,Daily outages,"₦3,000–₦5,000","More than ₦5,000",Very dissatisfied,Noise or pollution (if using generator),"Mobile phone charger, POS terminal",1000 W,Every day,"₦5,000",₦500,Bank transfer,Pay-as-you-use,Switch back to current method,Appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly",Unreliable availability of charged units,Definitely would recommend,None,Yes,I don’t know,photo_162.jpg,9.157976349,7.337615355,519.5501075,16.32458736
ID-163,MSME,Top Collections,"Abuja FCT, Nigeria",Repair/Services,,More than 20,,"₦50,000–₦250,000",Mixed sources,0–4,Daily outages,"₦3,000–₦5,000","More than ₦5,000",Dissatisfied,Unreliable availability of charged units,"POS terminal, Mobile phone charger",200 W,Every day,"₦5,000",₦300,Cash,Daily,Rent an additional battery,Not appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability), Ability to charge/discharge flexibly","Maintenance/damage responsibility, Insufficient capacity to power all devices",Would not recommend,None,No,I don’t know,photo_163.jpg,9.39563181,7.570025296,528.0174394,10.77787439
ID-164,Household (non-business),,"Abuja FCT, Nigeria",Restaurant/Catering,8,,"₦50,000–₦100,000",,Solar,11–18,2–4 hours,"More than ₦5,000","More than ₦5,000",Dissatisfied,Insufficient capacity to power all devices,"Machinery, Fan, POS terminal, TV",500 W,Every day,"₦3,000",₦500,Bank transfer,Pay-as-you-use,Switch back to current method,Slightly appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly, Reliable service (24/7 availability)","Maintenance/damage responsibility, Unreliable availability of charged units",Probably would recommend,Faster exchange,No,-,photo_164.jpg,9.266560882,7.498567743,519.867821,19.69564081
ID-165,MSME,Capital Ventures,"Abuja FCT, Nigeria",Repair/Services,,10-Jun,,"Above ₦1,000,000",National Grid,11–18,Daily outages,"₦1,000–₦3,000","₦3,000–₦5,000",Dissatisfied,Noise or pollution (if using generator),"Fan, Lights, Machinery, TV",500 W,4–6 times per week,"₦3,000",₦300,POS/Mobile App,Pay-as-you-use,Rent an additional battery,Moderately appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability)","Unreliable availability of charged units, High daily cost compared to current method",Would not recommend,Better monitoring,No,None,photo_165.jpg,9.206012601,7.338057979,544.0552629,18.30613251
ID-166,Workshop,Bright Mart,"Abuja FCT, Nigeria",Retail Shop,,5-Feb,,"Above ₦1,000,000",National Grid,0–4,2–4 hours,"₦1,000–₦3,000","More than ₦5,000",Very dissatisfied,Noise or pollution (if using generator),"Machinery, Mobile phone charger, Fridge",200 W,4–6 times per week,"₦3,000",₦1000,Bank transfer,Weekly,Top up with generator/fuel,Appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly, Lower rental cost due to shared surplus","Maintenance/damage responsibility, Insufficient capacity to power all devices, Unreliable availability of charged units",Would not recommend,Faster exchange,Yes,None,photo_166.jpg,9.062264983,7.285604727,540.2278524,18.38921289
ID-167,Workshop,Green Ventures,"Abuja FCT, Nigeria",Restaurant/Catering,,More than 20,,"₦250,000–₦500,000",Fossil generator,5–10,2–4 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Dissatisfied,Unreliable availability of charged units,"Fridge, Fan, Mobile phone charger, Machinery, TV",100 W,1–3 times per week,"₦7,000",₦500,Bank transfer,Pay-as-you-use,Switch back to current method,Appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly, Lower rental cost due to shared surplus",Insufficient capacity to power all devices,Would not recommend,Faster exchange,Yes,I don’t know,photo_167.jpg,9.344619105,7.310024892,517.9139448,19.87777127
ID-168,Workshop,Green Collections,"Abuja FCT, Nigeria",Workshop,,20-Nov,,"₦50,000–₦250,000",None,5–10,2–4 hours,"More than ₦5,000","More than ₦5,000",Very dissatisfied,High daily cost compared to current method,"Fan, TV",100 W,Rarely,"₦5,000",₦1000,Bank transfer,Pay-as-you-use,Rent an additional battery,Appealing,Ability to charge/discharge flexibly,"Difficulty/delay in exchanging batteries, High daily cost compared to current method",Definitely would recommend,More flexibility,No,I don’t know,photo_168.jpg,9.164807709,7.457743633,525.6023363,14.4785096
ID-169,Household (non-business),,"Abuja FCT, Nigeria",Office/Consulting,7,,"₦50,000–₦100,000",,None,11–18,2–4 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very satisfied,Insufficient capacity to power all devices,"Fan, Mobile phone charger, POS terminal, Machinery",300 W,Rarely,"₦5,000",₦300,Cash,Pay-as-you-use,Switch back to current method,Slightly appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability), Ability to charge/discharge flexibly","High daily cost compared to current method, Difficulty/delay in exchanging batteries",Definitely would recommend,None,No,None,photo_169.jpg,9.506628708,7.546632364,518.8577526,13.82855196
ID-170,MSME,Green Foods,"Abuja FCT, Nigeria",Retail Shop,,More than 20,,"Above ₦1,000,000",None,11–18,2–4 hours,"More than ₦5,000","₦1,000–₦3,000",Dissatisfied,High daily cost compared to current method,"Fan, TV, Fridge",2000 W,Rarely,"₦6,000",₦500,Cash,Daily,Switch back to current method,Not appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus","Difficulty/delay in exchanging batteries, Insufficient capacity to power all devices, Maintenance/damage responsibility",Definitely would recommend,Better monitoring,No,-,photo_170.jpg,9.085809117,7.364813003,514.011152,12.20742483
ID-171,Household (non-business),,"Abuja FCT, Nigeria",Office/Consulting,5,,"₦100,000–₦200,000",,National Grid,5–10,Daily outages,"More than ₦5,000","More than ₦5,000",Very satisfied,High daily cost compared to current method,"Fridge, Fan, TV",300 W,4–6 times per week,"₦5,000",₦1000,Bank transfer,Weekly,Switch back to current method,Slightly appealing,Ability to charge/discharge flexibly,"Difficulty/delay in exchanging batteries, Unreliable availability of charged units",Would not recommend,Faster exchange,Yes,I don’t know,photo_171.jpg,9.16467713,7.298437807,537.125572,11.46811802
ID-172,Workshop,Capital Mart,"Abuja FCT, Nigeria",Mobile Trader,,10-Jun,,"₦250,000–₦500,000",Solar,0–4,2–4 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Satisfied,Insufficient capacity to power all devices,"Machinery, Fridge, Mobile phone charger",300 W,Rarely,"₦4,000",₦300,Bank transfer,Monthly,Rent an additional battery,Moderately appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus, Ability to charge/discharge flexibly",High daily cost compared to current method,Would not recommend,None,Yes,Beyond,photo_172.jpg,9.520022393,7.753367197,502.1310646,16.06130262
ID-173,Shop,Green Foods,"Abuja FCT, Nigeria",Restaurant/Catering,,20-Nov,,"₦50,000–₦250,000",Solar,11–18,2–4 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very dissatisfied,Insufficient capacity to power all devices,"POS terminal, Mobile phone charger, Lights, Fan, Fridge",100 W,4–6 times per week,"₦6,000",₦1000,Cash,Pay-as-you-use,Switch back to current method,Moderately appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","High daily cost compared to current method, Unreliable availability of charged units, Maintenance/damage responsibility",Definitely would recommend,Faster exchange,No,-,photo_173.jpg,9.074385931,7.76048882,505.7917479,11.83188613
ID-174,Workshop,Golden Stores,"Abuja FCT, Nigeria",Mobile Trader,,5-Feb,,"₦500,000–₦1,000,000",Solar,11–18,2–4 hours,"₦3,000–₦5,000","More than ₦5,000",Dissatisfied,Insufficient capacity to power all devices,"TV, Fridge",200 W,4–6 times per week,"₦7,000",₦1000,POS/Mobile App,Pay-as-you-use,Top up with generator/fuel,Not appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","High daily cost compared to current method, Insufficient capacity to power all devices",Probably would recommend,None,No,I don’t know,photo_174.jpg,9.256697646,7.648069379,513.3005532,11.43009801
ID-175,MSME,Golden Foods,"Abuja FCT, Nigeria",Retail Shop,,20-Nov,,"₦250,000–₦500,000",Fossil generator,0–4,More than 6 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Very dissatisfied,Insufficient capacity to power all devices,"POS terminal, Mobile phone charger, Machinery",1000 W,Rarely,"₦7,000",₦300,Bank transfer,Pay-as-you-use,Rent an additional battery,Moderately appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus","Unreliable availability of charged units, Insufficient capacity to power all devices",Would not recommend,Lower cost,No,-,photo_175.jpg,9.339971731,7.616676964,541.6121393,16.06568453
ID-176,Shop,Royal Mart,"Abuja FCT, Nigeria",Workshop,,5-Feb,,"₦50,000–₦250,000",Solar,11–18,2–4 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Very dissatisfied,Unreliable availability of charged units,"TV, Lights",1000 W,4–6 times per week,"₦6,000",₦300,Cash,Weekly,Switch back to current method,Slightly appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus","Difficulty/delay in exchanging batteries, Maintenance/damage responsibility",Would not recommend,Faster exchange,No,I don’t know,photo_176.jpg,9.058371725,7.421360341,544.4902738,11.39645222
ID-177,MSME,Prime Mart,"Abuja FCT, Nigeria",Office/Consulting,,20-Nov,,"₦250,000–₦500,000",Mixed sources,11–18,More than 6 hours,"₦3,000–₦5,000","₦1,000–₦3,000",Very dissatisfied,Noise or pollution (if using generator),"Lights, POS terminal",100 W,Rarely,"₦4,000",₦1000,POS/Mobile App,Weekly,Top up with generator/fuel,Not appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","Maintenance/damage responsibility, Difficulty/delay in exchanging batteries",Would not recommend,More flexibility,Yes,I don’t know,photo_177.jpg,9.03143067,7.226974898,534.6968936,17.31953866
ID-178,MSME,Royal Ventures,"Abuja FCT, Nigeria",Retail Shop,,5-Feb,,"Above ₦1,000,000",Mixed sources,5–10,2–4 hours,"₦1,000–₦3,000","More than ₦5,000",Satisfied,Unreliable availability of charged units,"POS terminal, Mobile phone charger, Machinery, TV, Fan",2000 W,1–3 times per week,"₦7,000",₦1000,Bank transfer,Monthly,Rent an additional battery,Not appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability)","Maintenance/damage responsibility, Unreliable availability of charged units, Insufficient capacity to power all devices",Probably would recommend,None,No,Beyond,photo_178.jpg,9.232127149,7.245746882,534.5240942,19.12532502
ID-179,Household (non-business),,"Abuja FCT, Nigeria",Repair/Services,4,,"₦50,000–₦100,000",,Solar,0–4,Daily outages,"₦1,000–₦3,000","More than ₦5,000",Satisfied,Insufficient capacity to power all devices,"TV, Fridge",1000 W,4–6 times per week,"₦4,000",₦300,POS/Mobile App,Daily,Switch back to current method,Moderately appealing,Lower rental cost due to shared surplus,"Insufficient capacity to power all devices, Unreliable availability of charged units, Maintenance/damage responsibility",Probably would recommend,More flexibility,No,I don’t know,photo_179.jpg,9.514916082,7.419317753,525.7802616,15.86466114
ID-180,MSME,Royal Foods,"Abuja FCT, Nigeria",Restaurant/Catering,,20-Nov,,"₦50,000–₦250,000",Solar,0–4,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Dissatisfied,Noise or pollution (if using generator),"Lights, TV",300 W,Rarely,"₦6,000",₦300,Cash,Weekly,Top up with generator/fuel,Slightly appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly, Lower rental cost due to shared surplus","High daily cost compared to current method, Maintenance/damage responsibility",Definitely would recommend,Lower cost,Yes,-,photo_180.jpg,9.418113911,7.633217055,523.6046307,10.7896741
ID-181,Workshop,Bright Collections,"Abuja FCT, Nigeria",Workshop,,20-Nov,,"₦500,000–₦1,000,000",National Grid,11–18,2–4 hours,"More than ₦5,000","More than ₦5,000",Satisfied,High daily cost compared to current method,"Machinery, Mobile phone charger, Fan, Fridge, POS terminal",100 W,1–3 times per week,"₦6,000",₦1000,Bank transfer,Pay-as-you-use,Top up with generator/fuel,Appealing,Reliable service (24/7 availability),Insufficient capacity to power all devices,Probably would recommend,Faster exchange,Yes,Beyond,photo_181.jpg,9.58377168,7.364513535,508.5225959,16.49238097
ID-182,Household (non-business),,"Abuja FCT, Nigeria",Workshop,5,,"₦20,000–₦50,000",,Mixed sources,11–18,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Dissatisfied,High daily cost compared to current method,"Mobile phone charger, Lights, TV, Fan, Machinery",300 W,Every day,"₦4,000",₦1000,Cash,Daily,Top up with generator/fuel,Not appealing,Reliable service (24/7 availability),Difficulty/delay in exchanging batteries,Probably would recommend,None,Yes,-,photo_182.jpg,9.181143836,7.697443267,542.131115,14.57609969
ID-183,Household (non-business),,"Abuja FCT, Nigeria",Mobile Trader,3,,"₦100,000–₦200,000",,National Grid,0–4,2–4 hours,"₦1,000–₦3,000","More than ₦5,000",Satisfied,Insufficient capacity to power all devices,"Machinery, Fan, TV",500 W,1–3 times per week,"₦5,000",₦300,POS/Mobile App,Daily,Top up with generator/fuel,Slightly appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly, Reliable service (24/7 availability)","Difficulty/delay in exchanging batteries, Unreliable availability of charged units, Insufficient capacity to power all devices",Definitely would recommend,Faster exchange,Yes,I don’t know,photo_183.jpg,9.541108343,7.528743617,509.5384974,18.1528879
ID-184,Workshop,Unity Tech,"Abuja FCT, Nigeria",Retail Shop,,20-Nov,,"₦250,000–₦500,000",National Grid,0–4,Daily outages,"₦3,000–₦5,000","₦3,000–₦5,000",Dissatisfied,Unreliable availability of charged units,"TV, Mobile phone charger, POS terminal, Fan",2000 W,Rarely,"₦5,000",₦300,Cash,Monthly,Switch back to current method,Slightly appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus",Maintenance/damage responsibility,Definitely would recommend,More flexibility,No,None,photo_184.jpg,9.474700906,7.353305094,503.9715838,15.71119523
ID-185,Workshop,Prime Ventures,"Abuja FCT, Nigeria",Workshop,,More than 20,,"₦250,000–₦500,000",National Grid,11–18,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very satisfied,High daily cost compared to current method,"Lights, Fridge, Mobile phone charger, Machinery",500 W,1–3 times per week,"₦3,000",₦300,Cash,Monthly,Switch back to current method,Moderately appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly, Reliable service (24/7 availability)","Unreliable availability of charged units, Insufficient capacity to power all devices, Maintenance/damage responsibility",Would not recommend,More flexibility,Yes,Beyond,photo_185.jpg,9.312347946,7.568965288,546.9447822,14.57876329
ID-186,Workshop,Prime Mart,"Abuja FCT, Nigeria",Workshop,,10-Jun,,"₦250,000–₦500,000",Fossil generator,11–18,More than 6 hours,"₦3,000–₦5,000","₦1,000–₦3,000",Satisfied,Noise or pollution (if using generator),"POS terminal, TV",200 W,1–3 times per week,"₦7,000",₦1000,Bank transfer,Daily,Rent an additional battery,Moderately appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly, Reliable service (24/7 availability)",Difficulty/delay in exchanging batteries,Would not recommend,None,Yes,I don’t know,photo_186.jpg,9.377907709,7.625493264,541.4144659,16.4896883
ID-187,Household (non-business),,"Abuja FCT, Nigeria",Repair/Services,7,,"₦100,000–₦200,000",,None,5–10,Daily outages,"More than ₦5,000","₦1,000–₦3,000",Dissatisfied,Noise or pollution (if using generator),"Fan, TV",500 W,4–6 times per week,"₦6,000",₦1000,POS/Mobile App,Daily,Top up with generator/fuel,Moderately appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus, Reliable service (24/7 availability)",Maintenance/damage responsibility,Would not recommend,None,No,I don’t know,photo_187.jpg,9.282104291,7.708795774,520.1388612,11.56770944
ID-188,MSME,Royal Collections,"Abuja FCT, Nigeria",Mobile Trader,,More than 20,,"₦500,000–₦1,000,000",Solar,11–18,More than 6 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Dissatisfied,Unreliable availability of charged units,"Lights, TV, Machinery",500 W,Every day,"₦3,000",₦1000,POS/Mobile App,Daily,Rent an additional battery,Not appealing,Reliable service (24/7 availability),"High daily cost compared to current method, Difficulty/delay in exchanging batteries, Insufficient capacity to power all devices",Definitely would recommend,More flexibility,Yes,I don’t know,photo_188.jpg,9.333800654,7.499444487,533.5045332,18.92639079
ID-189,Shop,Green Solutions,"Abuja FCT, Nigeria",Restaurant/Catering,,Just me (sole proprietor),,"₦500,000–₦1,000,000",National Grid,5–10,Daily outages,"₦3,000–₦5,000","₦3,000–₦5,000",Satisfied,High daily cost compared to current method,"Lights, POS terminal, Machinery, Fridge, Fan",1000 W,1–3 times per week,"₦7,000",₦500,POS/Mobile App,Weekly,Top up with generator/fuel,Not appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability), Lower rental cost due to shared surplus","Insufficient capacity to power all devices, Maintenance/damage responsibility",Definitely would recommend,Faster exchange,No,Beyond,photo_189.jpg,9.535053261,7.301749122,548.8136685,11.69436247
ID-190,Household (non-business),,"Abuja FCT, Nigeria",Repair/Services,2,,"₦20,000–₦50,000",,National Grid,5–10,2–4 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very satisfied,High daily cost compared to current method,"Fan, POS terminal",1000 W,Every day,"₦4,000",₦500,Cash,Monthly,Switch back to current method,Slightly appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly","High daily cost compared to current method, Difficulty/delay in exchanging batteries, Unreliable availability of charged units",Probably would recommend,More flexibility,Yes,I don’t know,photo_190.jpg,9.520120367,7.343829577,523.6724856,11.61911721
ID-191,Household (non-business),,"Abuja FCT, Nigeria",Restaurant/Catering,7,,"₦20,000–₦50,000",,Mixed sources,5–10,Daily outages,"More than ₦5,000","₦1,000–₦3,000",Very satisfied,Insufficient capacity to power all devices,"TV, Mobile phone charger, Fridge",500 W,4–6 times per week,"₦4,000",₦300,Cash,Daily,Switch back to current method,Moderately appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus",High daily cost compared to current method,Would not recommend,More flexibility,No,I don’t know,photo_191.jpg,9.012656307,7.440877235,534.5583497,19.72401492
ID-192,MSME,Bright Solutions,"Abuja FCT, Nigeria",Office/Consulting,,10-Jun,,"Above ₦1,000,000",Mixed sources,5–10,2–4 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Very satisfied,High daily cost compared to current method,"TV, Lights, POS terminal, Mobile phone charger",2000 W,1–3 times per week,"₦5,000",₦1000,Cash,Weekly,Rent an additional battery,Moderately appealing,Reliable service (24/7 availability),"High daily cost compared to current method, Insufficient capacity to power all devices, Maintenance/damage responsibility",Definitely would recommend,None,Yes,None,photo_192.jpg,9.578416741,7.25483766,507.3015656,11.33565023
ID-193,Shop,Metro Stores,"Abuja FCT, Nigeria",Repair/Services,,5-Feb,,"Above ₦1,000,000",Mixed sources,5–10,More than 6 hours,"More than ₦5,000","More than ₦5,000",Satisfied,High daily cost compared to current method,"TV, POS terminal",100 W,4–6 times per week,"₦3,000",₦500,Bank transfer,Monthly,Top up with generator/fuel,Slightly appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability), Ability to charge/discharge flexibly","Difficulty/delay in exchanging batteries, Unreliable availability of charged units",Probably would recommend,None,No,-,photo_193.jpg,9.048574619,7.444044885,500.5621178,11.01841275
ID-194,Household (non-business),,"Abuja FCT, Nigeria",Repair/Services,2,,"₦20,000–₦50,000",,Mixed sources,11–18,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Dissatisfied,Unreliable availability of charged units,"Mobile phone charger, Fan, POS terminal, TV",500 W,4–6 times per week,"₦3,000",₦500,Bank transfer,Daily,Switch back to current method,Slightly appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly",Unreliable availability of charged units,Probably would recommend,Lower cost,Yes,-,photo_194.jpg,9.42810916,7.31734341,539.8304307,12.89577537
ID-195,MSME,Capital Foods,"Abuja FCT, Nigeria",Repair/Services,,More than 20,,"Above ₦1,000,000",Mixed sources,0–4,2–4 hours,"More than ₦5,000","₦3,000–₦5,000",Very satisfied,Noise or pollution (if using generator),"POS terminal, Mobile phone charger, Lights, Fan",500 W,Every day,"₦6,000",₦1000,Bank transfer,Daily,Rent an additional battery,Not appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability)",Unreliable availability of charged units,Would not recommend,None,Yes,I don’t know,photo_195.jpg,9.4962557,7.618190503,504.8664743,15.68171484
ID-196,Shop,Metro Stores,"Abuja FCT, Nigeria",Mobile Trader,,More than 20,,"₦250,000–₦500,000",Mixed sources,0–4,Daily outages,"₦1,000–₦3,000","₦3,000–₦5,000",Satisfied,Insufficient capacity to power all devices,"Fridge, Machinery, POS terminal",500 W,Rarely,"₦4,000",₦300,Bank transfer,Weekly,Rent an additional battery,Slightly appealing,Lower rental cost due to shared surplus,"Difficulty/delay in exchanging batteries, Unreliable availability of charged units",Probably would recommend,Faster exchange,Yes,Beyond,photo_196.jpg,9.011951735,7.251640164,530.1918777,17.09958781
ID-197,Workshop,Green Stores,"Abuja FCT, Nigeria",Mobile Trader,,10-Jun,,"₦500,000–₦1,000,000",Fossil generator,11–18,2–4 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Dissatisfied,Insufficient capacity to power all devices,"POS terminal, Lights, TV",200 W,Rarely,"₦6,000",₦500,Bank transfer,Pay-as-you-use,Top up with generator/fuel,Not appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly","Insufficient capacity to power all devices, Unreliable availability of charged units",Probably would recommend,More flexibility,Yes,Beyond,photo_197.jpg,9.04885244,7.280566249,509.4952417,18.34591582
ID-198,Shop,Unity Collections,"Abuja FCT, Nigeria",Retail Shop,,5-Feb,,"₦500,000–₦1,000,000",Solar,5–10,Daily outages,"More than ₦5,000","More than ₦5,000",Very satisfied,Unreliable availability of charged units,"Machinery, Lights",200 W,4–6 times per week,"₦6,000",₦1000,POS/Mobile App,Weekly,Top up with generator/fuel,Slightly appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus","Maintenance/damage responsibility, High daily cost compared to current method, Difficulty/delay in exchanging batteries",Would not recommend,None,Yes,I don’t know,photo_198.jpg,9.550897628,7.269890006,505.6365574,16.55169209
